CO_UF,NO_UF,CO_MUNICIPIO,NO_MUNICIPIO,DEPENDENCIA_ADM,LOCALIZACAO,MEDIA_5_LP,MEDIA_5_MT,MEDIA_9_LP,MEDIA_9_MT,MEDIA_12_LP,MEDIA_12_MT,MEDIA_13_LP,MEDIA_13_MT,MEDIA_14_LP,MEDIA_14_MT,nivel_0_LP5,nivel_1_LP5,nivel_2_LP5,nivel_3_LP5,nivel_4_LP5,nivel_5_LP5,nivel_6_LP5,nivel_7_LP5,nivel_8_LP5,nivel_9_LP5,nivel_0_MT5,nivel_1_MT5,nivel_2_MT5,nivel_3_MT5,nivel_4_MT5,nivel_5_MT5,nivel_6_MT5,nivel_7_MT5,nivel_8_MT5,nivel_9_MT5,nivel_10_MT5,nivel_0_LP9,nivel_1_LP9,nivel_2_LP9,nivel_3_LP9,nivel_4_LP9,nivel_5_LP9,nivel_6_LP9,nivel_7_LP9,nivel_8_LP9,nivel_0_MT9,nivel_1_MT9,nivel_2_MT9,nivel_3_MT9,nivel_4_MT9,nivel_5_MT9,nivel_6_MT9,nivel_7_MT9,nivel_8_MT9,nivel_9_MT9,nivel_0_LPEMT,nivel_1_LPEMT,nivel_2_LPEMT,nivel_3_LPEMT,nivel_4_LPEMT,nivel_5_LPEMT,nivel_6_LPEMT,nivel_7_LPEMT,nivel_8_LPEMT,nivel_0_MTEMT,nivel_1_MTEMT,nivel_2_MTEMT,nivel_3_MTEMT,nivel_4_MTEMT,nivel_5_MTEMT,nivel_6_MTEMT,nivel_7_MTEMT,nivel_8_MTEMT,nivel_9_MTEMT,nivel_10_MTEMT,nivel_0_LPEMI,nivel_1_LPEMI,nivel_2_LPEMI,nivel_3_LPEMI,nivel_4_LPEMI,nivel_5_LPEMI,nivel_6_LPEMI,nivel_7_LPEMI,nivel_8_LPEMI,nivel_0_MTEMI,nivel_1_MTEMI,nivel_2_MTEMI,nivel_3_MTEMI,nivel_4_MTEMI,nivel_5_MTEMI,nivel_6_MTEMI,nivel_7_MTEMI,nivel_8_MTEMI,nivel_9_MTEMI,nivel_10_MTEMI,nivel_0_LPEM,nivel_1_LPEM,nivel_2_LPEM,nivel_3_LPEM,nivel_4_LPEM,nivel_5_LPEM,nivel_6_LPEM,nivel_7_LPEM,nivel_8_LPEM,nivel_0_MTEM,nivel_1_MTEM,nivel_2_MTEM,nivel_3_MTEM,nivel_4_MTEM,nivel_5_MTEM,nivel_6_MTEM,nivel_7_MTEM,nivel_8_MTEM,nivel_9_MTEM,nivel_10_MTEM
25,Paraíba,2504157,Casserengue,Total - Estadual e Municipal,Rural,,,"230,16","243,94",,,,,,,,,,,,,,,,,,,,,,,,,,,,"26,05","6,88","42,7","6,88","10,6","6,88",0,0,0,"14,61","21,77","17,77","28,37","7,16","6,88","3,44",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Paraíba,2504157,Casserengue,Total - Estadual e Municipal,Total,"194,05","203,81","226,33","234,76","285,8","275,69",,,"285,8","275,69","3,58","13,6","22,46","19,45","16,1","11,22","6,94","5,66",0,1,"1,29","9,36","19,33","21,06",18,"15,41","8,11","6,07","1,36",0,0,"33,24","12,85","27,94","9,91","9,72","5,2","1,15",0,0,"23,17","21,79","15,17","19,27","15,48","4,12","0,99",0,0,0,"1,73","16,42","17,74","32,32","19,47","10,6",0,"1,73",0,"8,87","12,44","23,24","30,58","14,17","8,87","1,84",0,0,0,0,,,,,,,,,,,,,,,,,,,,,"1,73","16,42","17,74","32,32","19,47","10,6",0,"1,73",0,"8,87","12,44","23,24","30,58","14,17","8,87","1,84",0,0,0,0
25,Paraíba,2504157,Casserengue,Total - Estadual e Municipal,Urbana,"192,51","202,15","224,79","231,06","285,8","275,69",,,"285,8","275,69","1,58","15,36","23,28","18,39","21,28","9,3","4,55","4,68",0,"1,58",0,"4,61","24,59",23,"19,97","13,91","10,74","3,17",0,0,0,"36,13","15,25",22,"11,13","9,36","4,52","1,61",0,0,"26,62","21,8","14,13","15,61","18,83","3,01",0,0,0,0,"1,73","16,42","17,74","32,32","19,47","10,6",0,"1,73",0,"8,87","12,44","23,24","30,58","14,17","8,87","1,84",0,0,0,0,,,,,,,,,,,,,,,,,,,,,"1,73","16,42","17,74","32,32","19,47","10,6",0,"1,73",0,"8,87","12,44","23,24","30,58","14,17","8,87","1,84",0,0,0,0
25,Paraíba,2504157,Casserengue,"Total - Federal, Estadual e Municipal",Rural,,,"230,16","243,94",,,,,,,,,,,,,,,,,,,,,,,,,,,,"26,05","6,88","42,7","6,88","10,6","6,88",0,0,0,"14,61","21,77","17,77","28,37","7,16","6,88","3,44",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Paraíba,2504157,Casserengue,"Total - Federal, Estadual e Municipal",Total,"194,05","203,81","226,33","234,76","285,8","275,69",,,"285,8","275,69","3,58","13,6","22,46","19,45","16,1","11,22","6,94","5,66",0,1,"1,29","9,36","19,33","21,06",18,"15,41","8,11","6,07","1,36",0,0,"33,24","12,85","27,94","9,91","9,72","5,2","1,15",0,0,"23,17","21,79","15,17","19,27","15,48","4,12","0,99",0,0,0,"1,73","16,42","17,74","32,32","19,47","10,6",0,"1,73",0,"8,87","12,44","23,24","30,58","14,17","8,87","1,84",0,0,0,0,,,,,,,,,,,,,,,,,,,,,"1,73","16,42","17,74","32,32","19,47","10,6",0,"1,73",0,"8,87","12,44","23,24","30,58","14,17","8,87","1,84",0,0,0,0
25,Paraíba,2504157,Casserengue,"Total - Federal, Estadual e Municipal",Urbana,"192,51","202,15","224,79","231,06","285,8","275,69",,,"285,8","275,69","1,58","15,36","23,28","18,39","21,28","9,3","4,55","4,68",0,"1,58",0,"4,61","24,59",23,"19,97","13,91","10,74","3,17",0,0,0,"36,13","15,25",22,"11,13","9,36","4,52","1,61",0,0,"26,62","21,8","14,13","15,61","18,83","3,01",0,0,0,0,"1,73","16,42","17,74","32,32","19,47","10,6",0,"1,73",0,"8,87","12,44","23,24","30,58","14,17","8,87","1,84",0,0,0,0,,,,,,,,,,,,,,,,,,,,,"1,73","16,42","17,74","32,32","19,47","10,6",0,"1,73",0,"8,87","12,44","23,24","30,58","14,17","8,87","1,84",0,0,0,0
25,Paraíba,2504157,Casserengue,"Total - Federal, Estadual, Municipal e Privada",Rural,,,"230,16","243,94",,,,,,,,,,,,,,,,,,,,,,,,,,,,"26,05","6,88","42,7","6,88","10,6","6,88",0,0,0,"14,61","21,77","17,77","28,37","7,16","6,88","3,44",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Paraíba,2504157,Casserengue,"Total - Federal, Estadual, Municipal e Privada",Total,"194,05","203,81","226,33","234,76","285,8","275,69",,,"285,8","275,69","3,58","13,6","22,46","19,45","16,1","11,22","6,94","5,66",0,1,"1,29","9,36","19,33","21,06",18,"15,41","8,11","6,07","1,36",0,0,"33,24","12,85","27,94","9,91","9,72","5,2","1,15",0,0,"23,17","21,79","15,17","19,27","15,48","4,12","0,99",0,0,0,"1,73","16,42","17,74","32,32","19,47","10,6",0,"1,73",0,"8,87","12,44","23,24","30,58","14,17","8,87","1,84",0,0,0,0,,,,,,,,,,,,,,,,,,,,,"1,73","16,42","17,74","32,32","19,47","10,6",0,"1,73",0,"8,87","12,44","23,24","30,58","14,17","8,87","1,84",0,0,0,0
25,Paraíba,2504157,Casserengue,"Total - Federal, Estadual, Municipal e Privada",Urbana,"192,51","202,15","224,79","231,06","285,8","275,69",,,"285,8","275,69","1,58","15,36","23,28","18,39","21,28","9,3","4,55","4,68",0,"1,58",0,"4,61","24,59",23,"19,97","13,91","10,74","3,17",0,0,0,"36,13","15,25",22,"11,13","9,36","4,52","1,61",0,0,"26,62","21,8","14,13","15,61","18,83","3,01",0,0,0,0,"1,73","16,42","17,74","32,32","19,47","10,6",0,"1,73",0,"8,87","12,44","23,24","30,58","14,17","8,87","1,84",0,0,0,0,,,,,,,,,,,,,,,,,,,,,"1,73","16,42","17,74","32,32","19,47","10,6",0,"1,73",0,"8,87","12,44","23,24","30,58","14,17","8,87","1,84",0,0,0,0
25,Paraíba,2504207,Catingueira,Estadual,Total,,,,,"294,94","288,19",,,"294,94","288,19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,56","10,26","17,95","25,64","17,95","15,38","10,26",0,0,"5,13","15,38","15,38","25,64","25,64","7,69","2,56","2,56",0,0,0,,,,,,,,,,,,,,,,,,,,,"2,56","10,26","17,95","25,64","17,95","15,38","10,26",0,0,"5,13","15,38","15,38","25,64","25,64","7,69","2,56","2,56",0,0,0
25,Paraíba,2504207,Catingueira,Estadual,Urbana,,,,,"294,94","288,19",,,"294,94","288,19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,56","10,26","17,95","25,64","17,95","15,38","10,26",0,0,"5,13","15,38","15,38","25,64","25,64","7,69","2,56","2,56",0,0,0,,,,,,,,,,,,,,,,,,,,,"2,56","10,26","17,95","25,64","17,95","15,38","10,26",0,0,"5,13","15,38","15,38","25,64","25,64","7,69","2,56","2,56",0,0,0
25,Paraíba,2504207,Catingueira,Municipal,Total,"169,73","183,23","249,71","253,91",,,,,,,"15,1","25,09","16,64","21,57","6,65","8,37","4,93","1,64",0,0,"3,46","9,83","30,09","28,38","15,04","8,28","4,93",0,0,0,0,"6,21","16,06","29,85","27,12","14,55","4,7","1,52",0,0,"4,55","14,55","34,39","14,39","20,76","11,36",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Paraíba,2504207,Catingueira,Municipal,Urbana,"169,73","183,23","249,71","253,91",,,,,,,"15,1","25,09","16,64","21,57","6,65","8,37","4,93","1,64",0,0,"3,46","9,83","30,09","28,38","15,04","8,28","4,93",0,0,0,0,"6,21","16,06","29,85","27,12","14,55","4,7","1,52",0,0,"4,55","14,55","34,39","14,39","20,76","11,36",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Paraíba,2504207,Catingueira,Total - Estadual e Municipal,Total,"169,73","183,23","249,71","253,91","294,94","288,19",,,"294,94","288,19","15,1","25,09","16,64","21,57","6,65","8,37","4,93","1,64",0,0,"3,46","9,83","30,09","28,38","15,04","8,28","4,93",0,0,0,0,"6,21","16,06","29,85","27,12","14,55","4,7","1,52",0,0,"4,55","14,55","34,39","14,39","20,76","11,36",0,0,0,0,"2,56","10,26","17,95","25,64","17,95","15,38","10,26",0,0,"5,13","15,38","15,38","25,64","25,64","7,69","2,56","2,56",0,0,0,,,,,,,,,,,,,,,,,,,,,"2,56","10,26","17,95","25,64","17,95","15,38","10,26",0,0,"5,13","15,38","15,38","25,64","25,64","7,69","2,56","2,56",0,0,0
25,Paraíba,2504207,Catingueira,Total - Estadual e Municipal,Urbana,"169,73","183,23","249,71","253,91","294,94","288,19",,,"294,94","288,19","15,1","25,09","16,64","21,57","6,65","8,37","4,93","1,64",0,0,"3,46","9,83","30,09","28,38","15,04","8,28","4,93",0,0,0,0,"6,21","16,06","29,85","27,12","14,55","4,7","1,52",0,0,"4,55","14,55","34,39","14,39","20,76","11,36",0,0,0,0,"2,56","10,26","17,95","25,64","17,95","15,38","10,26",0,0,"5,13","15,38","15,38","25,64","25,64","7,69","2,56","2,56",0,0,0,,,,,,,,,,,,,,,,,,,,,"2,56","10,26","17,95","25,64","17,95","15,38","10,26",0,0,"5,13","15,38","15,38","25,64","25,64","7,69","2,56","2,56",0,0,0
25,Paraíba,2504207,Catingueira,"Total - Federal, Estadual e Municipal",Total,"169,73","183,23","249,71","253,91","294,94","288,19",,,"294,94","288,19","15,1","25,09","16,64","21,57","6,65","8,37","4,93","1,64",0,0,"3,46","9,83","30,09","28,38","15,04","8,28","4,93",0,0,0,0,"6,21","16,06","29,85","27,12","14,55","4,7","1,52",0,0,"4,55","14,55","34,39","14,39","20,76","11,36",0,0,0,0,"2,56","10,26","17,95","25,64","17,95","15,38","10,26",0,0,"5,13","15,38","15,38","25,64","25,64","7,69","2,56","2,56",0,0,0,,,,,,,,,,,,,,,,,,,,,"2,56","10,26","17,95","25,64","17,95","15,38","10,26",0,0,"5,13","15,38","15,38","25,64","25,64","7,69","2,56","2,56",0,0,0
25,Paraíba,2504207,Catingueira,"Total - Federal, Estadual e Municipal",Urbana,"169,73","183,23","249,71","253,91","294,94","288,19",,,"294,94","288,19","15,1","25,09","16,64","21,57","6,65","8,37","4,93","1,64",0,0,"3,46","9,83","30,09","28,38","15,04","8,28","4,93",0,0,0,0,"6,21","16,06","29,85","27,12","14,55","4,7","1,52",0,0,"4,55","14,55","34,39","14,39","20,76","11,36",0,0,0,0,"2,56","10,26","17,95","25,64","17,95","15,38","10,26",0,0,"5,13","15,38","15,38","25,64","25,64","7,69","2,56","2,56",0,0,0,,,,,,,,,,,,,,,,,,,,,"2,56","10,26","17,95","25,64","17,95","15,38","10,26",0,0,"5,13","15,38","15,38","25,64","25,64","7,69","2,56","2,56",0,0,0
25,Paraíba,2504207,Catingueira,"Total - Federal, Estadual, Municipal e Privada",Total,"169,73","183,23","249,71","253,91","294,94","288,19",,,"294,94","288,19","15,1","25,09","16,64","21,57","6,65","8,37","4,93","1,64",0,0,"3,46","9,83","30,09","28,38","15,04","8,28","4,93",0,0,0,0,"6,21","16,06","29,85","27,12","14,55","4,7","1,52",0,0,"4,55","14,55","34,39","14,39","20,76","11,36",0,0,0,0,"2,56","10,26","17,95","25,64","17,95","15,38","10,26",0,0,"5,13","15,38","15,38","25,64","25,64","7,69","2,56","2,56",0,0,0,,,,,,,,,,,,,,,,,,,,,"2,56","10,26","17,95","25,64","17,95","15,38","10,26",0,0,"5,13","15,38","15,38","25,64","25,64","7,69","2,56","2,56",0,0,0
25,Paraíba,2504207,Catingueira,"Total - Federal, Estadual, Municipal e Privada",Urbana,"169,73","183,23","249,71","253,91","294,94","288,19",,,"294,94","288,19","15,1","25,09","16,64","21,57","6,65","8,37","4,93","1,64",0,0,"3,46","9,83","30,09","28,38","15,04","8,28","4,93",0,0,0,0,"6,21","16,06","29,85","27,12","14,55","4,7","1,52",0,0,"4,55","14,55","34,39","14,39","20,76","11,36",0,0,0,0,"2,56","10,26","17,95","25,64","17,95","15,38","10,26",0,0,"5,13","15,38","15,38","25,64","25,64","7,69","2,56","2,56",0,0,0,,,,,,,,,,,,,,,,,,,,,"2,56","10,26","17,95","25,64","17,95","15,38","10,26",0,0,"5,13","15,38","15,38","25,64","25,64","7,69","2,56","2,56",0,0,0
25,Paraíba,2504306,Catolé do Rocha,Estadual,Rural,,,"265,8","293,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,85","11,54","15,38","30,77","19,23","15,38","3,85",0,0,0,"7,69","11,54","15,38","26,92","7,69","19,23","7,69","3,85",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Paraíba,2504306,Catolé do Rocha,Estadual,Total,"196,17","231,33","258,07","266,08","282,89","288,69",,,"282,89","288,69",0,"30,77",0,"30,77","15,38",0,"15,38",0,"7,69",0,0,0,0,"15,38","38,46","23,08","7,69","7,69",0,"7,69",0,"9,33","14,49","18,34","22,22","18,49","11,8","5,32",0,0,"9,07","13,18","17,23","14,54","22,18","10,65","9,21","2,63","1,31",0,"8,38","10,21","20,3","27,85","19,41","10,18","3,67",0,0,"6,48","12,12","20,42","21,23","18,46","12,98","8,31",0,0,0,0,,,,,,,,,,,,,,,,,,,,,"9,56","8,76","19,78","30,99","16,66","11,1","3,15",0,0,"5,56","10,4","22,25","20,59","18,21","15,86","7,13",0,0,0,0
25,Paraíba,2504306,Catolé do Rocha,Estadual,Urbana,"196,17","231,33","254,05","252,04","283,53","287,23",,,"283,53","287,23",0,"30,77",0,"30,77","15,38",0,"15,38",0,"7,69",0,0,0,0,"15,38","38,46","23,08","7,69","7,69",0,"7,69",0,"12,18","16,03","19,87","17,79","18,11","9,94","6,09",0,0,"13,78","16,03","20,19","14,1","19,71","12,18","4,01",0,0,0,"8,38","10,21","20,3","27,85","19,41","10,18","3,67",0,0,"6,48","12,12","20,42","21,23","18,46","12,98","8,31",0,0,0,0,,,,,,,,,,,,,,,,,,,,,"8,38","10,21","20,3","27,85","19,41","10,18","3,67",0,0,"6,48","12,12","20,42","21,23","18,46","12,98","8,31",0,0,0,0
25,Paraíba,2504306,Catolé do Rocha,Municipal,Rural,"201,1","219,91",,,,,,,,,0,20,20,10,10,20,20,0,0,0,0,0,0,60,10,0,10,20,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Paraíba,2504306,Catolé do Rocha,Municipal,Total,"193,35","210,14","249,58","254,71",,,,,,,"6,17","10,1","21,62","21,63","16,74","10,49","8,38","3,44","1,43",0,"0,47","5,3","15,08","24,57","21,06","15,53","10,94","5,55","1,49",0,0,"14,99","18,66","16,58","17,49","16,11","12,02","3,58","0,57",0,"10,76","12,6","20,85","23,29","16,34","12,55","2,41","1,19",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Paraíba,2504306,Catolé do Rocha,Municipal,Urbana,"193,03","209,73","249,58","254,71",,,,,,,"6,42","9,69","21,69","22,11","17,02","10,09","7,9","3,59","1,49",0,"0,49","5,52","15,7","23,1","21,52","16,18","10,98","4,95","1,55",0,0,"14,99","18,66","16,58","17,49","16,11","12,02","3,58","0,57",0,"10,76","12,6","20,85","23,29","16,34","12,55","2,41","1,19",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Paraíba,2504306,Catolé do Rocha,Total - Estadual e Municipal,Rural,"201,1","219,91","265,8","293,12",,,,,,,0,20,20,10,10,20,20,0,0,0,0,0,0,60,10,0,10,20,0,0,0,"3,85","11,54","15,38","30,77","19,23","15,38","3,85",0,0,0,"7,69","11,54","15,38","26,92","7,69","19,23","7,69","3,85",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Paraíba,2504306,Catolé do Rocha,Total - Estadual e Municipal,Total,"193,5","211,26","252,03","257,99","282,89","288,69",,,"282,89","288,69","5,84","11,19","20,48","22,11","16,67","9,93","8,75","3,26","1,76",0,"0,45","5,02","14,28","24,08","21,98","15,93","10,77","5,67","1,41","0,41",0,"13,36","17,46","17,08","18,86","16,79","11,95","4,08","0,41",0,"10,28","12,77","19,81","20,77","18,02",12,"4,37","1,61","0,38",0,"8,38","10,21","20,3","27,85","19,41","10,18","3,67",0,0,"6,48","12,12","20,42","21,23","18,46","12,98","8,31",0,0,0,0,,,,,,,,,,,,,,,,,,,,,"9,56","8,76","19,78","30,99","16,66","11,1","3,15",0,0,"5,56","10,4","22,25","20,59","18,21","15,86","7,13",0,0,0,0
25,Paraíba,2504306,Catolé do Rocha,Total - Estadual e Municipal,Urbana,"193,2","210,92","250,52","254,15","283,53","287,23",,,"283,53","287,23","6,07","10,84","20,5","22,59","16,93","9,54","8,31","3,39","1,83",0,"0,46","5,22","14,84","22,67","22,45","16,56","10,8","5,11","1,47","0,42",0,"14,39","18,11","17,27","17,56","16,53","11,58","4,11","0,45",0,"11,4","13,32","20,71","21,36","17,05","12,47","2,75","0,94",0,0,"8,38","10,21","20,3","27,85","19,41","10,18","3,67",0,0,"6,48","12,12","20,42","21,23","18,46","12,98","8,31",0,0,0,0,,,,,,,,,,,,,,,,,,,,,"8,38","10,21","20,3","27,85","19,41","10,18","3,67",0,0,"6,48","12,12","20,42","21,23","18,46","12,98","8,31",0,0,0,0
25,Paraíba,2504306,Catolé do Rocha,"Total - Federal, Estadual e Municipal",Rural,"201,1","219,91","265,8","293,12",,,,,,,0,20,20,10,10,20,20,0,0,0,0,0,0,60,10,0,10,20,0,0,0,"3,85","11,54","15,38","30,77","19,23","15,38","3,85",0,0,0,"7,69","11,54","15,38","26,92","7,69","19,23","7,69","3,85",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Paraíba,2504306,Catolé do Rocha,"Total - Federal, Estadual e Municipal",Total,"193,5","211,26","252,03","257,99","303,28","309,15","319,62","327,29","303,28","309,15","5,84","11,19","20,48","22,11","16,67","9,93","8,75","3,26","1,76",0,"0,45","5,02","14,28","24,08","21,98","15,93","10,77","5,67","1,41","0,41",0,"13,36","17,46","17,08","18,86","16,79","11,95","4,08","0,41",0,"10,28","12,77","19,81","20,77","18,02",12,"4,37","1,61","0,38",0,"8,38","10,21","20,3","27,85","19,41","10,18","3,67",0,0,"6,48","12,12","20,42","21,23","18,46","12,98","8,31",0,0,0,0,"3,1","1,06","7,17","17,38","20,36","26,48","19,78","4,67",0,"0,83","1,88","9,51","11,25","15,71","32,11","19,51","6,99","0,83","1,39",0,"5,49","5,2","13,12","22,12","19,93","19,1","12,48","2,55",0,"3,39","6,51","14,45","15,77","16,96","23,45","14,44","3,83","0,45","0,76",0
25,Paraíba,2504306,Catolé do Rocha,"Total - Federal, Estadual e Municipal",Urbana,"193,2","210,92","250,52","254,15","305,24","310,09",,,"305,24","310,09","6,07","10,84","20,5","22,59","16,93","9,54","8,31","3,39","1,83",0,"0,46","5,22","14,84","22,67","22,45","16,56","10,8","5,11","1,47","0,42",0,"14,39","18,11","17,27","17,56","16,53","11,58","4,11","0,45",0,"11,4","13,32","20,71","21,36","17,05","12,47","2,75","0,94",0,0,"8,38","10,21","20,3","27,85","19,41","10,18","3,67",0,0,"6,48","12,12","20,42","21,23","18,46","12,98","8,31",0,0,0,0,,,,,,,,,,,,,,,,,,,,,"4,59","5,62","12,83","19,87","21,54","19,3","13,49","2,76",0,"3,66","7,04","12,92","15,7","16,98","22,65","15,61","4,13","0,49","0,82",0
25,Paraíba,2504306,Catolé do Rocha,"Total - Federal, Estadual, Municipal e Privada",Rural,"201,1","219,91","265,8","293,12",,,,,,,0,20,20,10,10,20,20,0,0,0,0,0,0,60,10,0,10,20,0,0,0,"3,85","11,54","15,38","30,77","19,23","15,38","3,85",0,0,0,"7,69","11,54","15,38","26,92","7,69","19,23","7,69","3,85",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Paraíba,2504306,Catolé do Rocha,"Total - Federal, Estadual, Municipal e Privada",Total,"193,5","211,26","252,03","257,99","303,28","309,15","319,62","327,29","303,28","309,15","5,84","11,19","20,48","22,11","16,67","9,93","8,75","3,26","1,76",0,"0,45","5,02","14,28","24,08","21,98","15,93","10,77","5,67","1,41","0,41",0,"13,36","17,46","17,08","18,86","16,79","11,95","4,08","0,41",0,"10,28","12,77","19,81","20,77","18,02",12,"4,37","1,61","0,38",0,"8,38","10,21","20,3","27,85","19,41","10,18","3,67",0,0,"6,48","12,12","20,42","21,23","18,46","12,98","8,31",0,0,0,0,"3,1","1,06","7,17","17,38","20,36","26,48","19,78","4,67",0,"0,83","1,88","9,51","11,25","15,71","32,11","19,51","6,99","0,83","1,39",0,"5,49","5,2","13,12","22,12","19,93","19,1","12,48","2,55",0,"3,39","6,51","14,45","15,77","16,96","23,45","14,44","3,83","0,45","0,76",0
25,Paraíba,2504306,Catolé do Rocha,"Total - Federal, Estadual, Municipal e Privada",Urbana,"193,2","210,92","250,52","254,15","305,24","310,09",,,"305,24","310,09","6,07","10,84","20,5","22,59","16,93","9,54","8,31","3,39","1,83",0,"0,46","5,22","14,84","22,67","22,45","16,56","10,8","5,11","1,47","0,42",0,"14,39","18,11","17,27","17,56","16,53","11,58","4,11","0,45",0,"11,4","13,32","20,71","21,36","17,05","12,47","2,75","0,94",0,0,"8,38","10,21","20,3","27,85","19,41","10,18","3,67",0,0,"6,48","12,12","20,42","21,23","18,46","12,98","8,31",0,0,0,0,,,,,,,,,,,,,,,,,,,,,"4,59","5,62","12,83","19,87","21,54","19,3","13,49","2,76",0,"3,66","7,04","12,92","15,7","16,98","22,65","15,61","4,13","0,49","0,82",0
25,Paraíba,2504355,Caturité,Estadual,Total,,,,,"261,94","259,07",,,"261,94","259,07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23,67","10,92","12,15","30,06","16,22","6,99",0,0,0,"26,66","16,07",16,"24,37","11,06","5,83",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,"23,67","10,92","12,15","30,06","16,22","6,99",0,0,0,"26,66","16,07",16,"24,37","11,06","5,83",0,0,0,0,0
25,Paraíba,2504355,Caturité,Estadual,Urbana,,,,,"261,94","259,07",,,"261,94","259,07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23,67","10,92","12,15","30,06","16,22","6,99",0,0,0,"26,66","16,07",16,"24,37","11,06","5,83",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,"23,67","10,92","12,15","30,06","16,22","6,99",0,0,0,"26,66","16,07",16,"24,37","11,06","5,83",0,0,0,0,0
25,Paraíba,2504355,Caturité,Municipal,Rural,"217,31","212,81",,,,,,,,,0,"13,04","4,35","8,7","26,09","34,78","4,35","4,35","4,35",0,0,0,"17,39","13,04","34,78","17,39","13,04","4,35",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Paraíba,2504355,Caturité,Municipal,Total,"199,54","200,24","240,04","232,91",,,,,,,"9,4","11,82","6,99","17,74","16,62","26,1","6,5","3,23","1,6",0,"5,39","7,52","15,54","13,95","33,38","12,93","6,43","3,23",0,"1,63",0,"22,16","14,35","18,28","23,48","14,35","4,78","2,6",0,0,"18,7","23,91","28,27","19,13","7,81","2,18",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Paraíba,2504355,Caturité,Municipal,Urbana,"189,21","192,93","240,04","232,91",,,,,,,"14,86","11,11","8,53",23,"11,11","21,06","7,75","2,58",0,0,"8,53","11,89","14,47","14,47","32,56","10,34","2,58","2,58",0,"2,58",0,"22,16","14,35","18,28","23,48","14,35","4,78","2,6",0,0,"18,7","23,91","28,27","19,13","7,81","2,18",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Paraíba,2504355,Caturité,Total - Estadual e Municipal,Rural,"217,31","212,81",,,,,,,,,0,"13,04","4,35","8,7","26,09","34,78","4,35","4,35","4,35",0,0,0,"17,39","13,04","34,78","17,39","13,04","4,35",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
